,DOI,Journal,Type,Title,Publish_Time,Issue_Time,Co Author,Author,Rank,Nationality,Abs_country,Abs_GPE,Abs_LOC,index,Nationality_clean,country_code,region_code,GPE,NORP,LOC,ORG,LANG
14,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Jan Johannes Miera,First,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",14,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
15,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Karsten Schmidt,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",15,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
16,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Hans von Suchodoletz,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",16,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
17,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Mathias Ulrich,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",17,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
18,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Lukas Werther,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",18,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
19,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Christoph Zielhofer,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",19,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
20,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Peter Ettel,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",20,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
21,https://doi.org/10.1371/journal.pone.0265835,PLOS ONE,Research Article,large-scale investigations of neolithic settlement dynamics in central germany based on machine learning analysis: a case study from the weiße elster river catchment,"April 20, 2022","April 20, 2022",True,Ulrich Veit,Other,Germany,[],['Central Germany'],"['Weiße Elster' 'the Northern German Plain' 'the Central Uplands'
 'the Central Uplands' 'the Northern German Plain' 'the Central Uplands']",21,Germany,DE,EU,['germany'],,['the weiße elster river catchment'],,
22,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Todd A. Surovell,First,United States of America,[],[],['North America' 'Americas'],22,United States,US,NA,,,['north america'],,
23,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Sarah A. Allaun,Other,United States of America,[],[],['North America' 'Americas'],23,United States,US,NA,,,['north america'],,
24,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Barbara A. Crass,Other,United States of America,[],[],['North America' 'Americas'],24,United States,US,NA,,,['north america'],,
25,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Joseph A. M. Gingerich,Other,United States of America,[],[],['North America' 'Americas'],25,United States,US,NA,,,['north america'],,
26,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Kelly E. Graf,Other,United States of America,[],[],['North America' 'Americas'],26,United States,US,NA,,,['north america'],,
27,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Charles E. Holmes,Other,United States of America,[],[],['North America' 'Americas'],27,United States,US,NA,,,['north america'],,
28,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Robert L. Kelly,Other,United States of America,[],[],['North America' 'Americas'],28,United States,US,NA,,,['north america'],,
29,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Marcel Kornfeld,Other,United States of America,[],[],['North America' 'Americas'],29,United States,US,NA,,,['north america'],,
30,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Kathryn E. Krasinski,Other,United States of America,[],[],['North America' 'Americas'],30,United States,US,NA,,,['north america'],,
31,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Mary Lou Larson,Other,United States of America,[],[],['North America' 'Americas'],31,United States,US,NA,,,['north america'],,
32,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Spencer R. Pelton,Other,United States of America,[],[],['North America' 'Americas'],32,United States,US,NA,,,['north america'],,
33,https://doi.org/10.1371/journal.pone.0264092,PLOS ONE,Research Article,"late date of human arrival to north america: continental scale differences in stratigraphic integrity of pre-13,000 bp archaeological sites","April 20, 2022","April 20, 2022",True,Brian T. Wygal,Other,United States of America,[],[],['North America' 'Americas'],33,United States,US,NA,,,['north america'],,
34,https://doi.org/10.1371/journal.pone.0267168,PLOS ONE,Lab Protocol,do-it-yourself digital archaeology: introduction and practical applications of photography and photogrammetry for the 2d and 3d representation of small objects and artefacts,"April 15, 2022","April 15, 2022",True,Jacopo Niccolò Cerasoni,First,Germany,[],[],[],34,Germany,DE,EU,,,,,
35,https://doi.org/10.1371/journal.pone.0267168,PLOS ONE,Lab Protocol,do-it-yourself digital archaeology: introduction and practical applications of photography and photogrammetry for the 2d and 3d representation of small objects and artefacts,"April 15, 2022","April 15, 2022",True,Felipe do Nascimento Rodrigues,Other,United Kingdom,[],[],[],35,United Kingdom,GB,EU,,,,,
36,https://doi.org/10.1371/journal.pone.0267168,PLOS ONE,Lab Protocol,do-it-yourself digital archaeology: introduction and practical applications of photography and photogrammetry for the 2d and 3d representation of small objects and artefacts,"April 15, 2022","April 15, 2022",True,Yu Tang,Other,Japan,[],[],[],36,Japan,JP,AS,,,,,
37,https://doi.org/10.1371/journal.pone.0267168,PLOS ONE,Lab Protocol,do-it-yourself digital archaeology: introduction and practical applications of photography and photogrammetry for the 2d and 3d representation of small objects and artefacts,"April 15, 2022","April 15, 2022",True,Emily Yuko Hallett,Other,Germany,[],[],[],37,Germany,DE,EU,,,,,
38,https://doi.org/10.1371/journal.pone.0267044,PLOS ONE,Research Article,mechanical properties of charcoal and its representativeness of vegetation in northern china,"April 14, 2022","April 14, 2022",True,Nan Sun,First,China,['China' 'China' 'China'],['China' 'China' 'China' 'Quercus' 'Ulmus'],[],38,China,CN,AS,,,['northern china'],,
39,https://doi.org/10.1371/journal.pone.0267044,PLOS ONE,Research Article,mechanical properties of charcoal and its representativeness of vegetation in northern china,"April 14, 2022","April 14, 2022",True,Xiabo Li,Other,China,['China' 'China' 'China'],['China' 'China' 'China' 'Quercus' 'Ulmus'],[],39,China,CN,AS,,,['northern china'],,
40,https://doi.org/10.1371/journal.pone.0267044,PLOS ONE,Research Article,mechanical properties of charcoal and its representativeness of vegetation in northern china,"April 14, 2022","April 14, 2022",True,Fan Luo,Other,China,['China' 'China' 'China'],['China' 'China' 'China' 'Quercus' 'Ulmus'],[],40,China,CN,AS,,,['northern china'],,
41,https://doi.org/10.1371/journal.pone.0267044,PLOS ONE,Research Article,mechanical properties of charcoal and its representativeness of vegetation in northern china,"April 14, 2022","April 14, 2022",True,Liang Xiao,Other,China,['China' 'China' 'China'],['China' 'China' 'China' 'Quercus' 'Ulmus'],[],41,China,CN,AS,,,['northern china'],,
42,https://doi.org/10.1371/journal.pone.0266389,PLOS ONE,Research Article,"portable, non-destructive colorimetry and visible reflectance spectroscopy paired with machine learning can classify experimentally heat-treated silcrete from three south african sources","April 8, 2022","April 8, 2022",True,John K. Murray,First,United States of America,['South Africa'],['South Africa'],['the Middle Stone Age'],42,United States,US,NA,,['south african'],,,
43,https://doi.org/10.1371/journal.pone.0266389,PLOS ONE,Research Article,"portable, non-destructive colorimetry and visible reflectance spectroscopy paired with machine learning can classify experimentally heat-treated silcrete from three south african sources","April 8, 2022","April 8, 2022",True,Simen Oestmo,Other,South Africa,['South Africa'],['South Africa'],['the Middle Stone Age'],43,South Africa,ZA,AF,,['south african'],,,
44,https://doi.org/10.1371/journal.pone.0266389,PLOS ONE,Research Article,"portable, non-destructive colorimetry and visible reflectance spectroscopy paired with machine learning can classify experimentally heat-treated silcrete from three south african sources","April 8, 2022","April 8, 2022",True,Andrew M. Zipkin,Other,United States of America,['South Africa'],['South Africa'],['the Middle Stone Age'],44,United States,US,NA,,['south african'],,,
45,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Ellery Frahm,First,United States of America,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],45,United States,US,NA,"['armenia', 'montenegro']",,['crvena stijena'],,
46,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Daniel S. Adler,Other,United States of America,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],46,United States,US,NA,"['armenia', 'montenegro']",,['crvena stijena'],,
47,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Boris Gasparyan,Other,Armenia,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],47,Armenia,AM,AS,"['armenia', 'montenegro']",,['crvena stijena'],,
48,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Bing Luo,Other,United States of America,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],48,United States,US,NA,"['armenia', 'montenegro']",,['crvena stijena'],,
49,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Carolina Mallol,Other,Spain,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],49,Spain,ES,EU,"['armenia', 'montenegro']",,['crvena stijena'],,
50,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Goran Pajović,Other,Montenegro,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],50,Montenegro,ME,EU,"['armenia', 'montenegro']",,['crvena stijena'],,
51,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Gilbert B. Tostevin,Other,United States of America,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],51,United States,US,NA,"['armenia', 'montenegro']",,['crvena stijena'],,
52,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Benik Yeritsyan,Other,Armenia,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],52,Armenia,AM,AS,"['armenia', 'montenegro']",,['crvena stijena'],,
53,https://doi.org/10.1371/journal.pone.0266362,PLOS ONE,Research Article,every contact leaves a trace: documenting contamination in lithic residue studies at the middle palaeolithic sites of lusakert cave 1 (armenia) and crvena stijena (montenegro),"April 7, 2022","April 7, 2022",True,Gilliane Monnier,Other,United States of America,['Armenia' 'Montenegro'],['Armenia' 'Montenegro'],[],53,United States,US,NA,"['armenia', 'montenegro']",,['crvena stijena'],,
54,https://doi.org/10.1371/journal.pone.0266099,PLOS ONE,Research Article,"the deterioration of the pueblo bonito great house in the chaco culture national historical park, new mexico, usa","April 5, 2022","April 5, 2022",False,Henry L. Short,First,United States of America,['USA'],['New Mexico' 'USA'],[],54,United States,US,NA,"['new mexico', 'usa']",,,,
55,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Dennis Wilken,First,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],55,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
56,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Hanna Hadler,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],56,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
57,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Tina Wunderlich,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],57,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
58,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Bente Majchczack,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],58,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
59,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Michaela Schwardt,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],59,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
60,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Annika Fediuk,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],60,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
61,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Peter Fischer,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],61,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
62,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Timo Willershäuser,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],62,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
63,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Stefanie Klooß,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],63,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
64,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Andreas Vött,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],64,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
65,https://doi.org/10.1371/journal.pone.0265463,PLOS ONE,Research Article,"lost in the north sea—geophysical and geoarchaeological prospection of the rungholt medieval dyke system (north frisia, germany)","April 4, 2022","April 4, 2022",True,Wolfgang Rabbel,Other,Germany,['Germany'],['North Frisia' 'Germany' 'St. Marcellus'],['the Wadden Sea' 'wadden sea' 'Hallig Südfall' 'North Frisian'],65,Germany,DE,EU,"['north frisia', 'germany']",,"['the north sea', 'the rungholt medieval dyke system']",,
66,https://doi.org/10.1371/journal.pone.0265219,PLOS ONE,Research Article,the intrusive nature of the châtelperronian in the iberian peninsula,"March 30, 2022","March 30, 2022",True,Joseba Rios-Garaizar,First,Spain,['40' 'France'],['France' 'Neandertals'],"['Europe' 'the Paris Basin' 'the Northern Iberian Peninsula'
 'the Northern Iberian Peninsula' 'Middle Paleolithic'
 'Middle Paleolithic']",66,Spain,ES,EU,,,"['châtelperronian', 'the iberian peninsula']",,
67,https://doi.org/10.1371/journal.pone.0265219,PLOS ONE,Research Article,the intrusive nature of the châtelperronian in the iberian peninsula,"March 30, 2022","March 30, 2022",True,Eneko Iriarte,Other,Spain,['40' 'France'],['France' 'Neandertals'],"['Europe' 'the Paris Basin' 'the Northern Iberian Peninsula'
 'the Northern Iberian Peninsula' 'Middle Paleolithic'
 'Middle Paleolithic']",67,Spain,ES,EU,,,"['châtelperronian', 'the iberian peninsula']",,
68,https://doi.org/10.1371/journal.pone.0265219,PLOS ONE,Research Article,the intrusive nature of the châtelperronian in the iberian peninsula,"March 30, 2022","March 30, 2022",True,Lee J. Arnold,Other,Australia,['40' 'France'],['France' 'Neandertals'],"['Europe' 'the Paris Basin' 'the Northern Iberian Peninsula'
 'the Northern Iberian Peninsula' 'Middle Paleolithic'
 'Middle Paleolithic']",68,Australia,AU,OC,,,"['châtelperronian', 'the iberian peninsula']",,
69,https://doi.org/10.1371/journal.pone.0265219,PLOS ONE,Research Article,the intrusive nature of the châtelperronian in the iberian peninsula,"March 30, 2022","March 30, 2022",True,Laura Sánchez-Romero,Other,United States of America,['40' 'France'],['France' 'Neandertals'],"['Europe' 'the Paris Basin' 'the Northern Iberian Peninsula'
 'the Northern Iberian Peninsula' 'Middle Paleolithic'
 'Middle Paleolithic']",69,United States,US,NA,,,"['châtelperronian', 'the iberian peninsula']",,
70,https://doi.org/10.1371/journal.pone.0265219,PLOS ONE,Research Article,the intrusive nature of the châtelperronian in the iberian peninsula,"March 30, 2022","March 30, 2022",True,Ana B. Marín-Arroyo,Other,United Kingdom,['40' 'France'],['France' 'Neandertals'],"['Europe' 'the Paris Basin' 'the Northern Iberian Peninsula'
 'the Northern Iberian Peninsula' 'Middle Paleolithic'
 'Middle Paleolithic']",70,United Kingdom,GB,EU,,,"['châtelperronian', 'the iberian peninsula']",,
